LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Unit.Code,Unit,PowerCode.Code,PowerCode,Reference.Period.Code,Reference.Period,Value
CAN,Canada,CPALTT01,CPI: 01-12 - All items,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,105.3858
CAN,Canada,CPALTT01,CPI: 01-12 - All items,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,107.4401
CAN,Canada,CPALTT01,CPI: 01-12 - All items,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,108.2104
CAN,Canada,CPALTT01,CPI: 01-12 - All items,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,111.8844
CAN,Canada,CPALTT01,CPI: 01-12 - All items,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,119.4957
CAN,Canada,CPALTT01,CPI: 01-12 - All items,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,124.1309
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1976,IDX,Index,0,Units,2015_100,2015=100,25.03081
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1977,IDX,Index,0,Units,2015_100,2015=100,27.73601
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1978,IDX,Index,0,Units,2015_100,2015=100,30.053
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1979,IDX,Index,0,Units,2015_100,2015=100,31.89549
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1980,IDX,Index,0,Units,2015_100,2015=100,34.28642
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1981,IDX,Index,0,Units,2015_100,2015=100,38.65541
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1982,IDX,Index,0,Units,2015_100,2015=100,43.93641
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1983,IDX,Index,0,Units,2015_100,2015=100,46.77718
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1984,IDX,Index,0,Units,2015_100,2015=100,48.17599
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1985,IDX,Index,0,Units,2015_100,2015=100,49.4947
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1986,IDX,Index,0,Units,2015_100,2015=100,51.36801
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1987,IDX,Index,0,Units,2015_100,2015=100,54.59083
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1988,IDX,Index,0,Units,2015_100,2015=100,57.59182
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1989,IDX,Index,0,Units,2015_100,2015=100,61.97929
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1990,IDX,Index,0,Units,2015_100,2015=100,66.06483
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1991,IDX,Index,0,Units,2015_100,2015=100,68.36332
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1992,IDX,Index,0,Units,2015_100,2015=100,68.7084
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1993,IDX,Index,0,Units,2015_100,2015=100,68.88711
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1994,IDX,Index,0,Units,2015_100,2015=100,68.26472
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1995,IDX,Index,0,Units,2015_100,2015=100,69.28149
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1996,IDX,Index,0,Units,2015_100,2015=100,68.78851
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1997,IDX,Index,0,Units,2015_100,2015=100,68.08602
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1998,IDX,Index,0,Units,2015_100,2015=100,68.153809999999993
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,1999,IDX,Index,0,Units,2015_100,2015=100,68.90559
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2000,IDX,Index,0,Units,2015_100,2015=100,70.71728
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2001,IDX,Index,0,Units,2015_100,2015=100,72.71999
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2002,IDX,Index,0,Units,2015_100,2015=100,73.94627
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2003,IDX,Index,0,Units,2015_100,2015=100,76.17081
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2004,IDX,Index,0,Units,2015_100,2015=100,78.31525
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2005,IDX,Index,0,Units,2015_100,2015=100,80.73083
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2006,IDX,Index,0,Units,2015_100,2015=100,84.0769
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2007,IDX,Index,0,Units,2015_100,2015=100,88.19941
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2008,IDX,Index,0,Units,2015_100,2015=100,92.13088
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2009,IDX,Index,0,Units,2015_100,2015=100,93.12916
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2010,IDX,Index,0,Units,2015_100,2015=100,93.73306
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2011,IDX,Index,0,Units,2015_100,2015=100,95.10722
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2012,IDX,Index,0,Units,2015_100,2015=100,96.21642
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2013,IDX,Index,0,Units,2015_100,2015=100,96.69707
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2014,IDX,Index,0,Units,2015_100,2015=100,98.39167
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,102.0951
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,104.6771
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,107.4624
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,110.1984
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,112.6017
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,117.2665
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,125.0678
CAN,Canada,CP040200,CPI: 04.2 - CPI Imputed rentals for housing,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,132.7459
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1976,IDX,Index,0,Units,2015_100,2015=100,21.88818
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1977,IDX,Index,0,Units,2015_100,2015=100,23.84968
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1978,IDX,Index,0,Units,2015_100,2015=100,25.48732
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1979,IDX,Index,0,Units,2015_100,2015=100,27.2655
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1980,IDX,Index,0,Units,2015_100,2015=100,29.5081
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1981,IDX,Index,0,Units,2015_100,2015=100,32.89337
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1982,IDX,Index,0,Units,2015_100,2015=100,37.16468
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1983,IDX,Index,0,Units,2015_100,2015=100,39.55392
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1984,IDX,Index,0,Units,2015_100,2015=100,41.06324
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1985,IDX,Index,0,Units,2015_100,2015=100,42.68255
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1986,IDX,Index,0,Units,2015_100,2015=100,44.87626
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1987,IDX,Index,0,Units,2015_100,2015=100,46.98442
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1988,IDX,Index,0,Units,2015_100,2015=100,49.1659
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1989,IDX,Index,0,Units,2015_100,2015=100,51.989
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1990,IDX,Index,0,Units,2015_100,2015=100,54.91598
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1991,IDX,Index,0,Units,2015_100,2015=100,58.3868
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1992,IDX,Index,0,Units,2015_100,2015=100,59.7128
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1993,IDX,Index,0,Units,2015_100,2015=100,60.94103
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1994,IDX,Index,0,Units,2015_100,2015=100,61.96761
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1995,IDX,Index,0,Units,2015_100,2015=100,63.53804
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1996,IDX,Index,0,Units,2015_100,2015=100,64.50352
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1997,IDX,Index,0,Units,2015_100,2015=100,65.59731
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1998,IDX,Index,0,Units,2015_100,2015=100,66.78888
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,1999,IDX,Index,0,Units,2015_100,2015=100,67.90101
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2000,IDX,Index,0,Units,2015_100,2015=100,69.47755
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2001,IDX,Index,0,Units,2015_100,2015=100,71.22517
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2002,IDX,Index,0,Units,2015_100,2015=100,73.32722
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2003,IDX,Index,0,Units,2015_100,2015=100,75.94256
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2004,IDX,Index,0,Units,2015_100,2015=100,77.62909
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2005,IDX,Index,0,Units,2015_100,2015=100,79.33395
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2006,IDX,Index,0,Units,2015_100,2015=100,81.43599
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2007,IDX,Index,0,Units,2015_100,2015=100,84.18576
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2008,IDX,Index,0,Units,2015_100,2015=100,87.05164
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2009,IDX,Index,0,Units,2015_100,2015=100,88.88481
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2010,IDX,Index,0,Units,2015_100,2015=100,90.68744
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2011,IDX,Index,0,Units,2015_100,2015=100,92.93003
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2012,IDX,Index,0,Units,2015_100,2015=100,94.79377
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2013,IDX,Index,0,Units,2015_100,2015=100,96.08311
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2014,IDX,Index,0,Units,2015_100,2015=100,98.06905
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,101.8515
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,104.1247
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,106.8805
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,109.4042
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,110.9746
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,113.5289
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,119.2178
CAN,Canada,CPGRSE01,CPI: Services,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,124.6991
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1976,IDX,Index,0,Units,2015_100,2015=100,15.41678
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1977,IDX,Index,0,Units,2015_100,2015=100,17.29021
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1978,IDX,Index,0,Units,2015_100,2015=100,18.89601
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1979,IDX,Index,0,Units,2015_100,2015=100,20.73599
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1980,IDX,Index,0,Units,2015_100,2015=100,24.06468
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1981,IDX,Index,0,Units,2015_100,2015=100,31.29635
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1982,IDX,Index,0,Units,2015_100,2015=100,37.49094
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1983,IDX,Index,0,Units,2015_100,2015=100,40.40702
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1984,IDX,Index,0,Units,2015_100,2015=100,42.63173
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1985,IDX,Index,0,Units,2015_100,2015=100,45.01255
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1986,IDX,Index,0,Units,2015_100,2015=100,41.79537
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1987,IDX,Index,0,Units,2015_100,2015=100,42.88263
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1988,IDX,Index,0,Units,2015_100,2015=100,43.13911
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1989,IDX,Index,0,Units,2015_100,2015=100,44.62225
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1990,IDX,Index,0,Units,2015_100,2015=100,49.07722
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1991,IDX,Index,0,Units,2015_100,2015=100,51.48592
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1992,IDX,Index,0,Units,2015_100,2015=100,51.63089
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1993,IDX,Index,0,Units,2015_100,2015=100,52.26652
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1994,IDX,Index,0,Units,2015_100,2015=100,52.56203
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1995,IDX,Index,0,Units,2015_100,2015=100,53.24784
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1996,IDX,Index,0,Units,2015_100,2015=100,54.79788
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1997,IDX,Index,0,Units,2015_100,2015=100,56.11374
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1998,IDX,Index,0,Units,2015_100,2015=100,53.83886
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,1999,IDX,Index,0,Units,2015_100,2015=100,56.88876
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2000,IDX,Index,0,Units,2015_100,2015=100,66.12211
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2001,IDX,Index,0,Units,2015_100,2015=100,68.26318
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2002,IDX,Index,0,Units,2015_100,2015=100,66.91386
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2003,IDX,Index,0,Units,2015_100,2015=100,72.18846
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2004,IDX,Index,0,Units,2015_100,2015=100,77.06718
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2005,IDX,Index,0,Units,2015_100,2015=100,84.51631
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2006,IDX,Index,0,Units,2015_100,2015=100,88.88207
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2007,IDX,Index,0,Units,2015_100,2015=100,90.95065
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2008,IDX,Index,0,Units,2015_100,2015=100,99.87733
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2009,IDX,Index,0,Units,2015_100,2015=100,86.43992
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2010,IDX,Index,0,Units,2015_100,2015=100,92.18288
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2011,IDX,Index,0,Units,2015_100,2015=100,103.4792
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2012,IDX,Index,0,Units,2015_100,2015=100,105.23
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2013,IDX,Index,0,Units,2015_100,2015=100,106.8135
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2014,IDX,Index,0,Units,2015_100,2015=100,110.5827
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,97.03931
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,102.1745
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,109.0159
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,106.6128
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,98.50014
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,117.0672
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,143.4681
CAN,Canada,CPGREN01,CPI: Energy,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,137.4854
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1976,IDX,Index,0,Units,2015_100,2015=100,27.93436
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1977,IDX,Index,0,Units,2015_100,2015=100,30.0107
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1978,IDX,Index,0,Units,2015_100,2015=100,33.0503
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1979,IDX,Index,0,Units,2015_100,2015=100,36.55369
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1980,IDX,Index,0,Units,2015_100,2015=100,40.73493
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1981,IDX,Index,0,Units,2015_100,2015=100,46.0792
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1982,IDX,Index,0,Units,2015_100,2015=100,50.40314
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1983,IDX,Index,0,Units,2015_100,2015=100,53.12879
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1984,IDX,Index,0,Units,2015_100,2015=100,55.59757
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1985,IDX,Index,0,Units,2015_100,2015=100,57.75954
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1986,IDX,Index,0,Units,2015_100,2015=100,59.736
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1987,IDX,Index,0,Units,2015_100,2015=100,62.16197
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1988,IDX,Index,0,Units,2015_100,2015=100,64.39529
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1989,IDX,Index,0,Units,2015_100,2015=100,67.16375
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1990,IDX,Index,0,Units,2015_100,2015=100,69.87514
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1991,IDX,Index,0,Units,2015_100,2015=100,73.36425
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1992,IDX,Index,0,Units,2015_100,2015=100,73.94934
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1993,IDX,Index,0,Units,2015_100,2015=100,75.19086
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1994,IDX,Index,0,Units,2015_100,2015=100,74.34177
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1995,IDX,Index,0,Units,2015_100,2015=100,75.71174
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1996,IDX,Index,0,Units,2015_100,2015=100,76.95326
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1997,IDX,Index,0,Units,2015_100,2015=100,78.12344
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1998,IDX,Index,0,Units,2015_100,2015=100,78.28755
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,1999,IDX,Index,0,Units,2015_100,2015=100,79.68605
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2000,IDX,Index,0,Units,2015_100,2015=100,82.20478
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2001,IDX,Index,0,Units,2015_100,2015=100,84.27399
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2002,IDX,Index,0,Units,2015_100,2015=100,85.62255
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2003,IDX,Index,0,Units,2015_100,2015=100,87.27078
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2004,IDX,Index,0,Units,2015_100,2015=100,88.52658
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2005,IDX,Index,0,Units,2015_100,2015=100,90.54585
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2006,IDX,Index,0,Units,2015_100,2015=100,91.73743
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2007,IDX,Index,0,Units,2015_100,2015=100,92.50089
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2008,IDX,Index,0,Units,2015_100,2015=100,93.6568
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2009,IDX,Index,0,Units,2015_100,2015=100,92.10845
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2010,IDX,Index,0,Units,2015_100,2015=100,93.51409
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2011,IDX,Index,0,Units,2015_100,2015=100,96.68926
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2012,IDX,Index,0,Units,2015_100,2015=100,97.63111
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2013,IDX,Index,0,Units,2015_100,2015=100,98.0949
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2014,IDX,Index,0,Units,2015_100,2015=100,99.778809999999993
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,100.9418
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,101.8195
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,103.6532
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,105.0161
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,104.8448
CAN,Canada,CPGRGO01,CPI: Goods,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,109.8466
