LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Unit.Code,Unit,PowerCode.Code,PowerCode,Value,Flag.Codes,Flags
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,1999,PC,Percentage,0,Units,7.833333,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2000,PC,Percentage,0,Units,6.958333,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2001,PC,Percentage,0,Units,7.541667,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2002,PC,Percentage,0,Units,8.133333,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2003,PC,Percentage,0,Units,7.95,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2004,PC,Percentage,0,Units,7.475,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2005,PC,Percentage,0,Units,7.016667,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2006,PC,Percentage,0,Units,6.733333,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2007,PC,Percentage,0,Units,6.483333,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2008,PC,Percentage,0,Units,6.733333,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2009,PC,Percentage,0,Units,9.633333,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2010,PC,Percentage,0,Units,8.933333,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2011,PC,Percentage,0,Units,8.075,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2012,PC,Percentage,0,Units,7.791667,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2013,PC,Percentage,0,Units,7.575,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2014,PC,Percentage,0,Units,7.5,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2015,PC,Percentage,0,Units,7.533333,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2016,PC,Percentage,0,Units,7.733333,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2017,PC,Percentage,0,Units,6.891667,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2018,PC,Percentage,0,Units,6.125,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2019,PC,Percentage,0,Units,6.075,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2020,PC,Percentage,0,Units,9.808333,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2021,PC,Percentage,0,Units,7.708333,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2022,PC,Percentage,0,Units,5.425,,
CAN,Canada,LRUNTTMA,"Unemployment rate, Aged 15 and over, Males",STSA,"Level, rate or quantity series, s.a.",A,Annual,2023,PC,Percentage,0,Units,5.558333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1961,PC,Percentage,0,Units,7.183333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1962,PC,Percentage,0,Units,5.958333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1963,PC,Percentage,0,Units,5.583333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1964,PC,Percentage,0,Units,4.708333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1965,PC,Percentage,0,Units,3.95,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1966,PC,Percentage,0,Units,3.375,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1967,PC,Percentage,0,Units,3.833333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1968,PC,Percentage,0,Units,4.525,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1969,PC,Percentage,0,Units,4.425,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1970,PC,Percentage,0,Units,5.675,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1971,PC,Percentage,0,Units,6.2,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1972,PC,Percentage,0,Units,6.233333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1973,PC,Percentage,0,Units,5.566667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1974,PC,Percentage,0,Units,5.333333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1975,PC,Percentage,0,Units,6.916667,B,Break
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1976,PC,Percentage,0,Units,7.083333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1977,PC,Percentage,0,Units,8.058333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1978,PC,Percentage,0,Units,8.383333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1979,PC,Percentage,0,Units,7.55,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1980,PC,Percentage,0,Units,7.55,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1981,PC,Percentage,0,Units,7.633333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1982,PC,Percentage,0,Units,11.03333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1983,PC,Percentage,0,Units,12.03333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1984,PC,Percentage,0,Units,11.35,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1985,PC,Percentage,0,Units,10.51667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1986,PC,Percentage,0,Units,9.6,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1987,PC,Percentage,0,Units,8.833333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1988,PC,Percentage,0,Units,7.766667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1989,PC,Percentage,0,Units,7.566667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1990,PC,Percentage,0,Units,8.15,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1991,PC,Percentage,0,Units,10.325,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1992,PC,Percentage,0,Units,11.19167,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1993,PC,Percentage,0,Units,11.4,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1994,PC,Percentage,0,Units,10.41667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1995,PC,Percentage,0,Units,9.508333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1996,PC,Percentage,0,Units,9.608334,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1997,PC,Percentage,0,Units,9.116667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1998,PC,Percentage,0,Units,8.283334,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,1999,PC,Percentage,0,Units,7.591667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2000,PC,Percentage,0,Units,6.816667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2001,PC,Percentage,0,Units,7.216667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2002,PC,Percentage,0,Units,7.675,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2003,PC,Percentage,0,Units,7.575,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2004,PC,Percentage,0,Units,7.191667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2005,PC,Percentage,0,Units,6.758333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2006,PC,Percentage,0,Units,6.466667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2007,PC,Percentage,0,Units,6.166667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2008,PC,Percentage,0,Units,6.291667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2009,PC,Percentage,0,Units,8.45,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2010,PC,Percentage,0,Units,8.175,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2011,PC,Percentage,0,Units,7.633333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2012,PC,Percentage,0,Units,7.4,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2013,PC,Percentage,0,Units,7.15,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2014,PC,Percentage,0,Units,7.033333,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2015,PC,Percentage,0,Units,6.941667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2016,PC,Percentage,0,Units,7.025,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2017,PC,Percentage,0,Units,6.425,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2018,PC,Percentage,0,Units,5.841667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2019,PC,Percentage,0,Units,5.691667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2020,PC,Percentage,0,Units,9.691667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2021,PC,Percentage,0,Units,7.541667,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2022,PC,Percentage,0,Units,5.3,,
CAN,Canada,LRUNTTTT,"Unemployment rate, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",A,Annual,2023,PC,Percentage,0,Units,5.425,,
